2.782309e+02	1.369252e+02	3.015044e+02	1.425058e+02	2.887555e+02	1.956735e+02	2.654821e+02	1.900929e+02	7.651594e+01	2.668565e+02	1.347155e+02	3.327345e+01	6.316773e+01	
3.858782e+02	3.978384e+01	4.102526e+02	4.656435e+01	3.954623e+02	9.973208e+01	3.710879e+02	9.295157e+01	7.445442e+01	3.734830e+02	3.817410e+01	3.437443e+01	6.316773e+01	
3.905969e+02	1.785980e+02	4.096168e+02	1.847820e+02	3.927851e+02	2.365506e+02	3.737652e+02	2.303666e+02	7.198888e+01	3.771810e+02	1.766900e+02	2.901993e+01	6.176858e+01	
4.145444e+02	4.483955e+01	4.346645e+02	4.990355e+01	4.198743e+02	1.086679e+02	3.997541e+02	1.036039e+02	7.587277e+01	4.021493e+02	4.237155e+01	3.012015e+01	6.876433e+01	
4.357035e+02	5.475135e+01	4.584177e+02	5.957986e+01	4.477104e+02	1.099493e+02	4.249961e+02	1.051208e+02	7.799893e+01	4.253498e+02	5.216561e+01	3.271427e+01	6.036943e+01	
5.178972e+02	8.134437e+01	5.395414e+02	8.615456e+01	5.267926e+02	1.435197e+02	5.051484e+02	1.387096e+02	7.747025e+01	5.065228e+02	7.874947e+01	3.164418e+01	6.736518e+01	
5.469265e+02	9.689383e+01	5.717562e+02	1.041847e+02	5.569659e+02	1.545542e+02	5.321362e+02	1.472633e+02	7.363587e+01	5.345313e+02	9.553928e+01	3.482971e+01	6.036943e+01	
6.032771e+02	1.019979e+02	6.338106e+02	1.102739e+02	6.190203e+02	1.648408e+02	5.884869e+02	1.565647e+02	7.483445e+01	5.908820e+02	1.011359e+02	4.053346e+01	6.456688e+01	
6.514881e+02	5.848777e+01	6.754241e+02	6.423834e+01	6.606339e+02	1.258010e+02	6.366979e+02	1.200504e+02	7.649086e+01	6.390930e+02	5.636306e+01	3.393601e+01	7.156263e+01	
4.152418e+02	1.836649e+02	4.360957e+02	1.894991e+02	4.202412e+02	2.461698e+02	3.993872e+02	2.403355e+02	7.437015e+01	4.023145e+02	1.815820e+02	3.085392e+01	6.667066e+01	
6.906923e+02	2.743359e+02	7.137957e+02	2.821270e+02	6.949225e+02	3.380930e+02	6.718191e+02	3.303019e+02	7.136455e+01	6.762557e+02	2.732314e+02	3.310343e+01	6.596603e+01	
6.277923e+02	2.557908e+02	6.532077e+02	2.614959e+02	6.409589e+02	3.160627e+02	6.155435e+02	3.103576e+02	7.734835e+01	6.166679e+02	2.536433e+02	3.541547e+01	6.456688e+01	
5.752849e+02	2.343164e+02	6.005588e+02	2.409957e+02	5.857686e+02	2.969617e+02	5.604946e+02	2.902825e+02	7.519674e+01	5.628897e+02	2.326561e+02	3.527395e+01	6.596603e+01	
4.950639e+02	2.106367e+02	5.205840e+02	2.160445e+02	5.083158e+02	2.739396e+02	4.827958e+02	2.685318e+02	7.803585e+01	4.839299e+02	2.083406e+02	3.552004e+01	6.789505e+01	
4.615742e+02	2.090983e+02	4.897081e+02	2.158444e+02	4.769593e+02	2.690121e+02	4.488254e+02	2.622660e+02	7.651594e+01	4.501998e+02	2.074713e+02	3.813393e+01	6.316773e+01	
4.403070e+02	1.891161e+02	4.619801e+02	1.966503e+02	4.410654e+02	2.568138e+02	4.193923e+02	2.492796e+02	7.083098e+01	4.248497e+02	1.878832e+02	3.167304e+01	7.016348e+01	
