9.320199e+02	4.813714e+02	9.359863e+02	4.566831e+02	9.851027e+02	4.645741e+02	9.811363e+02	4.892624e+02	1.708729e+02	9.290031e+02	4.556286e+02	5.911635e+01	3.468828e+01	0	
8.244188e+02	5.417390e+02	8.062919e+02	5.501897e+02	7.842195e+02	5.028438e+02	8.023465e+02	4.943931e+02	6.500540e+01	7.882830e+02	4.936184e+02	3.207233e+01	5.734591e+01	0	
7.616331e+02	5.629850e+02	7.439581e+02	5.723441e+02	7.262002e+02	5.388074e+02	7.438753e+02	5.294484e+02	6.209853e+01	7.300377e+02	5.291279e+02	2.775786e+01	4.353669e+01	0	
7.492637e+02	5.709691e+02	7.218118e+02	5.880330e+02	6.997394e+02	5.525236e+02	7.271914e+02	5.354597e+02	5.813531e+01	7.057756e+02	5.389916e+02	3.745196e+01	4.550943e+01	0	
7.017836e+02	6.038392e+02	6.786881e+02	6.143453e+02	6.544585e+02	5.610811e+02	6.775541e+02	5.505751e+02	6.553948e+01	6.610063e+02	5.508281e+02	3.422956e+01	6.326415e+01	0	
6.206678e+02	6.422529e+02	6.001687e+02	6.548415e+02	5.759392e+02	6.153865e+02	5.964382e+02	6.027979e+02	5.844561e+01	5.811887e+02	6.040922e+02	3.422956e+01	4.945493e+01	0	
6.430817e+02	7.452457e+02	6.175774e+02	7.588343e+02	5.955050e+02	7.174066e+02	6.210094e+02	7.038181e+02	6.195167e+01	6.015412e+02	7.056123e+02	3.550438e+01	5.142767e+01	0	
9.983220e+02	5.947473e+02	9.732314e+02	6.076552e+02	9.468446e+02	5.563638e+02	9.719352e+02	5.434559e+02	6.277651e+01	9.543899e+02	5.449099e+02	3.638679e+01	6.129140e+01	0	
8.575988e+02	6.564270e+02	8.359775e+02	6.665262e+02	8.115089e+02	6.141419e+02	8.331301e+02	6.040426e+02	6.496279e+01	8.173195e+02	6.040922e+02	3.446866e+01	6.238437e+01	0	
9.090061e+02	6.303587e+02	8.856543e+02	6.391172e+02	8.678964e+02	5.917713e+02	8.912482e+02	5.830128e+02	6.944062e+01	8.717754e+02	5.823920e+02	3.335178e+01	5.734591e+01	0	
1.150930e+03	7.241762e+02	1.174410e+03	7.110103e+02	1.197639e+03	7.524380e+02	1.174159e+03	7.656039e+02	1.192805e+02	1.157545e+03	7.125933e+02	3.348008e+01	5.142767e+01	0	
1.207551e+02	9.414228e+02	9.912542e+01	9.396044e+02	1.029399e+02	8.942313e+02	1.245696e+02	8.960497e+02	9.480548e+01	9.603265e+01	8.901405e+02	3.162967e+01	5.537317e+01	0	
9.616391e+02	7.709514e+02	9.422253e+02	7.796632e+02	9.217931e+02	7.341309e+02	9.412069e+02	7.254191e+02	6.583226e+01	9.265000e+02	7.247750e+02	3.043220e+01	5.553226e+01	0	
7.577235e+02	8.104661e+02	7.840392e+02	7.947872e+02	8.084545e+02	8.357662e+02	7.821387e+02	8.514451e+02	1.207864e+02	7.649311e+02	7.976266e+02	3.631578e+01	5.097903e+01	0	
