1.855489e+02	8.145158e+01	2.048788e+02	7.607882e+01	2.164542e+02	1.177245e+02	1.971244e+02	1.230973e+02	1.055333e+02	1.863366e+02	7.376520e+01	2.932988e+01	5.164570e+01	0	
2.215340e+02	7.830329e+01	2.453717e+02	7.348287e+01	2.529220e+02	1.108204e+02	2.290843e+02	1.156408e+02	1.014321e+02	2.203091e+02	7.089308e+01	3.383776e+01	4.733753e+01	0	
2.420122e+02	1.540450e+02	2.611199e+02	1.470912e+02	2.747079e+02	1.844288e+02	2.556002e+02	1.913825e+02	1.099977e+02	2.438062e+02	1.455681e+02	2.910772e+01	4.733753e+01	0	
2.596893e+02	2.170142e+02	2.796692e+02	2.104952e+02	2.932573e+02	2.521409e+02	2.732773e+02	2.586599e+02	1.080703e+02	2.614833e+02	2.087547e+02	2.997992e+01	5.164570e+01	0	
1.143713e+02	9.582911e+01	1.311507e+02	8.467823e+01	1.588268e+02	1.263239e+02	1.420474e+02	1.374748e+02	1.236065e+02	1.177610e+02	8.525367e+01	3.767610e+01	5.164570e+01	0	
1.563571e+02	1.705364e+02	1.777183e+02	1.650653e+02	1.872812e+02	2.024028e+02	1.659200e+02	2.078739e+02	1.043658e+02	1.561386e+02	1.628008e+02	3.136121e+01	4.733753e+01	0	
1.974156e+02	1.436285e+02	2.292385e+02	1.345309e+02	2.448391e+02	1.891011e+02	2.130162e+02	1.981987e+02	1.059543e+02	2.002159e+02	1.340797e+02	4.182287e+01	6.457023e+01	0	
2.201579e+02	2.173269e+02	2.467478e+02	2.101826e+02	2.583232e+02	2.532643e+02	2.317334e+02	2.604086e+02	1.050394e+02	2.209456e+02	2.087547e+02	3.658985e+01	5.308176e+01	0	
1.800749e+02	2.254067e+02	2.023025e+02	2.164633e+02	2.179031e+02	2.552369e+02	1.956755e+02	2.641803e+02	1.119175e+02	1.828752e+02	2.159350e+02	3.222763e+01	4.877358e+01	0	
2.041403e+02	2.964247e+02	2.265389e+02	2.890512e+02	2.421396e+02	3.364411e+02	2.197409e+02	3.438147e+02	1.082214e+02	2.069406e+02	2.877379e+02	3.239864e+01	5.738994e+01	0	
2.260587e+02	3.751145e+02	2.448721e+02	3.683279e+02	2.624853e+02	4.171539e+02	2.436719e+02	4.239405e+02	1.098361e+02	2.298653e+02	3.667212e+02	2.881334e+01	5.882600e+01	0	
3.282055e+02	4.806663e+02	3.480083e+02	4.753127e+02	3.615964e+02	5.255748e+02	3.417936e+02	5.309284e+02	1.051279e+02	3.299995e+02	4.729895e+02	2.980283e+01	6.026205e+01	0	
2.419321e+02	4.462052e+02	2.611999e+02	4.408430e+02	2.747880e+02	4.896690e+02	2.555202e+02	4.950312e+02	1.055516e+02	2.437262e+02	4.385241e+02	2.926778e+01	5.882600e+01	0	
2.677643e+02	5.499360e+02	2.917199e+02	5.410325e+02	3.093331e+02	5.884225e+02	2.853775e+02	5.973260e+02	1.103884e+02	2.715709e+02	5.404843e+02	3.395561e+01	5.738994e+01	0	
3.069709e+02	5.680409e+02	3.330165e+02	5.602652e+02	3.445920e+02	5.990388e+02	3.185464e+02	6.068144e+02	1.066225e+02	3.077587e+02	5.591530e+02	3.604554e+01	4.877358e+01	0	
2.877886e+02	6.137329e+02	3.119472e+02	6.093530e+02	3.194976e+02	6.509987e+02	2.953389e+02	6.553786e+02	1.002760e+02	2.865638e+02	6.065430e+02	3.415865e+01	5.164570e+01	0	
