7.117826e+01	2.054784e+00	1.303100e+02	2.185449e+01	1.073538e+02	9.041287e+01	4.822212e+01	7.061317e+01	-7.148736e+01	5.470019e+01	6.954636e+00	6.913170e+01	7.855839e+01	1	
2.950186e+02	9.477233e+01	3.663753e+02	1.258943e+02	3.352533e+02	1.972510e+02	2.638966e+02	1.661290e+02	-6.643572e+01	2.744576e+02	1.053333e+02	8.135669e+01	8.135669e+01	1	
4.112105e+02	1.372398e+02	4.951595e+02	1.785691e+02	4.538302e+02	2.625182e+02	3.698811e+02	2.211888e+02	-6.378830e+01	3.855458e+02	1.529045e+02	9.394904e+01	9.394904e+01	1	
5.103708e+02	1.817738e+02	6.001460e+02	2.179841e+02	5.628996e+02	3.103281e+02	4.731244e+02	2.741178e+02	-6.803359e+01	4.867476e+02	1.948790e+02	9.977519e+01	1.023439e+02	1	
6.098751e+02	2.211888e+02	6.966225e+02	2.625182e+02	6.552931e+02	3.492655e+02	5.685458e+02	3.079362e+02	-6.452530e+01	5.842105e+02	2.368535e+02	9.674735e+01	9.674735e+01	1	
7.057668e+02	2.610074e+02	7.967116e+02	2.982538e+02	7.594652e+02	3.891986e+02	6.685204e+02	3.519522e+02	-6.772846e+01	6.821436e+02	2.746306e+02	1.009448e+02	1.009448e+02	1	
8.077723e+02	3.016993e+02	8.974431e+02	3.398499e+02	8.581552e+02	4.321938e+02	7.684844e+02	3.940432e+02	-6.695260e+01	7.831283e+02	3.157746e+02	9.967082e+01	1.023439e+02	1	
9.069017e+02	3.460881e+02	9.957044e+02	3.838694e+02	9.564165e+02	4.762133e+02	8.676138e+02	4.384321e+02	-6.695260e+01	8.822577e+02	3.599788e+02	9.880270e+01	1.023439e+02	1	
9.998602e+02	3.855871e+02	1.080090e+03	4.159138e+02	1.043702e+03	5.121787e+02	9.634723e+02	4.818519e+02	-6.929351e+01	9.766662e+02	3.957505e+02	9.022993e+01	1.062648e+02	1	
1.103626e+03	4.200282e+02	1.190942e+03	4.610376e+02	1.147571e+03	5.533815e+02	1.060255e+03	5.123722e+02	-6.484215e+01	1.076940e+03	4.355329e+02	9.731600e+01	1.023439e+02	1	
